make,basemodel,model,fuel_type
Ford,E150 Wagon,E150 Wagon FFV,Gasoline or E85
Ford,E250 Econoline,E250 Econoline 2WD,Regular
Ford,E250 Econoline,E250 Econoline 2WD CNG,CNG
Ford,E250 Van,E250 CNG,CNG
Ford,E250 Van,E250 Van FFV,Gasoline or E85
Ford,E350 Van,E350 Van,Regular
Ford,E350 Van,E350 Van FFV,Gasoline or E85
Ford,E350 Wagon,E350 Wagon,Regular
Ford,E350 Wagon,E350 Wagon FFV,Gasoline or E85
Ford,EcoSport,EcoSport AWD,Regular
Ford,EcoSport,EcoSport FWD,Regular
Ford,Edge,Edge AWD,Regular
Ford,Edge,Edge FWD,Regular
Ford,Escape,Escape 2WD,Regular
Ford,Escape,Escape 4WD,Regular
Ford,Escape,Escape 4WD FFV,Gasoline or E85
Ford,Escape,Escape AWD,Regular
Ford,Escape,Escape AWD FFV,Gasoline or E85
Ford,Escape,Escape AWD HEV,Regular
Ford,Escape,Escape FWD,Regular
Ford,Escape,Escape FWD FFV,Gasoline or E85
Ford,Escape,Escape FWD HEV,Regular
Ford,Escape,Escape FWD PHEV,Regular Gas and Electricity
Ford,Escape,Escape Hybrid 2WD,Regular
Ford,Escape,Escape Hybrid 4WD,Regular
Ford,Escape,Escape Hybrid AWD,Regular
Ford,Escape,Escape Hybrid FWD,Regular
Ford,Escort,Escort,Diesel
Ford,Escort,Escort,Regular
Ford,Escort,Escort FS,Diesel
Ford,Escort,Escort FS,Regular
Ford,Escort,Escort Wagon,Diesel
Ford,Escort,Escort Wagon,Regular
Ford,Escort,Escort ZX2,Regular
Ford,EXP,EXP,Regular
Ford,Expedition,Expedition 2WD,Regular
Ford,Expedition,Expedition 2WD FFV,Gasoline or E85
Ford,Expedition,Expedition 4WD,Regular
Ford,Expedition,Expedition 4WD FFV,Gasoline or E85
Ford,Expedition,Expedition EL 2WD,Regular
Ford,Expedition,Expedition EL 4WD,Regular
Ford,Expedition,Expedition Limo. 2WD FFV,Gasoline or E85
Ford,Expedition,Expedition MAX 2WD,Regular
Ford,Expedition,Expedition MAX 4WD,Regular
Ford,Expedition,Expedition Timberline AWD,Regular
Ford,Explorer,Explorer 2WD,Gasoline or E85
Ford,Explorer,Explorer 2WD,Regular
Ford,Explorer,Explorer 2WD FFV,Gasoline or E85
Ford,Explorer,Explorer 4WD,Regular
Ford,Explorer,Explorer 4WD FFV,Gasoline or E85
Ford,Explorer,Explorer AWD,Regular
Ford,Explorer,Explorer AWD FFV,Gasoline or E85
Ford,Explorer,Explorer FFV AWD,Gasoline or E85
Ford,Explorer,Explorer FWD,Regular
Ford,Explorer,Explorer HEV AWD,Regular
Ford,Explorer,Explorer HEV RWD,Regular
Ford,Explorer,Explorer Platinum HEV AWD,Regular
Ford,Explorer,Explorer Platinum HEV RWD,Regular
Ford,Explorer,Explorer RWD,Regular
Ford,Explorer,Explorer Sport 2WD,Regular
Ford,Explorer,Explorer Sport 2WD FFV,Gasoline or E85
Ford,Explorer,Explorer Sport 4WD,Regular
Ford,Explorer,Explorer Sport 4WD FFV,Gasoline or E85
Ford,Explorer,Explorer Sport Trac 2WD,Regular
Ford,Explorer,Explorer Sport Trac 2WD FFV,Gasoline or E85
Ford,Explorer,Explorer Sport Trac 4WD,Regular
Ford,Explorer,Explorer Sport Trac 4WD FFV,Gasoline or E85
Ford,Explorer,Explorer Timberline AWD,Regular
Ford,Explorer,Explorer USPS 2WD,Regular
Ford,Explorer,Explorer USPS 2WD FFV,Gasoline or E85
Ford,Explorer,Explorer USPS 4WD,Regular
Ford,Explorer,Explorer USPS 4WD FFV,Gasoline or E85
Ford,Explorer,Explorer USPS Electric,Electricity
Ford,F-150 Lightning,F-150 Lightning 4WD,Electricity
Ford,F-150 Lightning,F-150 Lightning 4WD Extended Range,Electricity
Ford,F-150 Lightning,F-150 Lightning Platinum 4WD,Electricity
Ford,F-150 Lightning,F-150 Lightning PRO 4WD Extended Range,Electricity
Ford,F150,F150 2.7L 2WD GVWR>6649 LBS,Regular
Ford,F150,F150 2.7L 2WD GVWR>6649 LBS PAYLOAD PACKAGE,Regular
Ford,F150,F150 2.7L 4WD GVWR>6799 LBS,Regular
Ford,F150,F150 2.7L 4WD GVWR>6799 LBS PAYLOAD PACKAGE,Regular
Ford,F150,F150 2WD BASE PAYLOAD LT TIRE,Diesel
Ford,F150,F150 2WD BASE PAYLOAD LT TIRE,Regular
Ford,F150,F150 2WD FFV BASE PAYLOAD LT,Gasoline or E85
Ford,F150,F150 2WD FFV BASE PAYLOAD LT TIRE,Gasoline or E85
Ford,F150,F150 3.5L 2WD GVWR>7599 LBS,Regular
Ford,F150,F150 3.5L 2WD GVWR>7599 LBS PAYLOAD PACKAGE,Regular
Ford,F150,F150 3.5L 4WD GVWR>7599 LBS,Regular
Ford,F150,F150 3.5L 4WD GVWR>7599 LBS PAYLOAD PACKAGE,Regular
Ford,F150,F150 4WD BASE PAYLOAD LT TIRE,Diesel
Ford,F150,F150 4WD BASE PAYLOAD LT TIRE,Regular
Ford,F150,F150 4WD FFV BASE PAYLOAD LT,Gasoline or E85
Ford,F150,F150 4WD FFV BASE PAYLOAD LT TIRE,Gasoline or E85
Ford,F150,F150 5.0L 2WD FFV GVWR>7599 LBS,Gasoline or E85
Ford,F150,F150 5.0L 2WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,Gasoline or E85
Ford,F150,F150 5.0L 2WD GVWR>7599 LBS,Regular
Ford,F150,F150 5.0L 4WD FFV GVWR>7599 LBS,Gasoline or E85
Ford,F150,F150 5.0L 4WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,Gasoline or E85
Ford,F150,F150 5.0L 4WD GVWR>7599 LBS,Regular
Ford,F150,F150 CNG,CNG
Ford,F150,F150 Dual-fuel 2WD (CNG),Gasoline or natural gas
Ford,F150,F150 Dual-fuel 2WD (LPG),Gasoline or propane
Ford,F150,F150 Dual-fuel 4WD (CNG),Gasoline or natural gas
Ford,F150,F150 Dual-fuel 4WD (LPG),Gasoline or propane
Ford,F150,F150 Pickup 2WD,Diesel
Ford,F150,F150 Pickup 2WD,Premium
Ford,F150,F150 Pickup 2WD,Regular
Ford,F150,F150 Pickup 2WD CNG,CNG
Ford,F150,F150 Pickup 2WD FFV,Gasoline or E85
Ford,F150,F150 Pickup 2WD HEV,Regular
Ford,F150,F150 Pickup 2WD Limited,Regular
Ford,F150,F150 Pickup 4WD,Diesel
Ford,F150,F150 Pickup 4WD,Regular
Ford,F150,F150 Pickup 4WD FFV,Gasoline or E85
Ford,F150,F150 Pickup 4WD HEV,Regular
Ford,F150,F150 Pickup 4WD Limited,Regular
Ford,F150,F150 Pickup 4WD XL/XLT,Diesel
Ford,F150,F150 Pickup Tremor 4WD,Regular
Ford,F150,F150 Pickup Tremor 4WD FFV,Gasoline or E85
Ford,F150,F150 RAPTOR 37 4WD,Regular
Ford,F150,F150 RAPTOR 4WD,Regular
Ford,F150,F150 Raptor Pickup 4WD,Regular
Ford,F150,F150 RAPTOR R 4WD,Regular
Ford,F150,F150 SFE 2WD,Regular
Ford,F150,F150 STX SE 2WD,Regular
Ford,F150,F150 STX SE 2WD FFV,Gasoline or E85
Ford,F150,Lightning F150 2WD,Regular
Ford,F150,Lightning Pickup 2WD,Premium
Ford,F250,F250,Regular
Ford,F250,F250 Pickup 2WD,Regular
Ford,F250,F250 Pickup 2WD CNG,CNG
Ford,F250,F250 Pickup 4WD,Regular
Ford,F250,F250 Pickup Cab Chassis 2WD,Regular
Ford,Festiva,Festiva,Regular
Ford,Fiesta,Fiesta,Regular
Ford,Fiesta,Fiesta FWD,Regular
Ford,Fiesta,Fiesta SFE,Regular
Ford,Fiesta,Fiesta SFE FWD,Regular
Ford,Fiesta,Fiesta ST FWD,Regular
Ford,Five Hundred,Five Hundred AWD,Regular
Ford,Five Hundred,Five Hundred FWD,Regular
Ford,Flex,Flex AWD,Regular
Ford,Flex,Flex FWD,Regular
Ford,Focus,Focus,Premium
Ford,Focus,Focus,Regular
Ford,Focus,Focus Electric,Electricity
Ford,Focus,Focus FWD,Regular
Ford,Focus,Focus FWD FFV,Gasoline or E85
Ford,Focus,Focus RS AWD,Premium
Ford,Focus,Focus SFE FWD,Regular
Ford,Focus,Focus SFE FWD FFV,Gasoline or E85
Ford,Focus,Focus ST FWD,Regular
Ford,Focus,Focus Station Wagon,Regular
Ford,Freestar,Freestar Cargo Van FWD,Regular
Ford,Freestar,Freestar Wagon FWD,Regular
Ford,Freestyle,Freestyle AWD,Regular
Ford,Freestyle,Freestyle FWD,Regular
Ford,Fusion,Fusion,Regular
Ford,Fusion,Fusion AWD,Regular
Ford,Fusion,Fusion AWD FFV,Gasoline or E85
Ford,Fusion,Fusion Energi Plug-in Hybrid,Regular Gas and Electricity
Ford,Fusion,Fusion FWD,Regular
Ford,Fusion,Fusion FWD FFV,Gasoline or E85
Ford,Fusion,Fusion Hybrid FWD,Regular
Ford,Fusion,Fusion Hybrid Taxi,Regular
Ford,Fusion,Fusion S FWD,Regular
Ford,Fusion,Fusion Special Service PHEV,Regular Gas and Electricity
Ford,Fusion,Fusion Special Service Vehicle PHEV,Regular Gas and Electricity
Ford,GT,GT,Premium
Ford,GT,GT 2WD,Premium
Ford,Laser,Laser,Regular
Ford,LTD,LTD,Regular
Ford,LTD,LTD Wagon,Regular
Ford,LTD Crown Victoria,LTD Crown Victoria,Regular
Ford,LTD Crown Victoria,LTD Crown Victoria Wagon,Regular
Ford,LTD Crown Victoria/Country Squire Wagon,LTD Crown Victoria/Country Squire Wagon,Regular
Ford,Maverick,Maverick AWD,Regular
Ford,Maverick,Maverick FWD,Regular
Ford,Maverick,Maverick HEV FWD,Regular
Ford,Maverick,Maverick Tremor AWD,Regular
Ford,Mustang,Mustang,Premium
Ford,Mustang,Mustang,Regular
Ford,Mustang,Mustang Bullitt,Regular
Ford,Mustang,Mustang Convertible,Regular
Ford,Mustang,Mustang Dark Horse,Regular
Ford,Mustang,Mustang HO Convertible,Regular
Ford,Mustang,Mustang HO Coupe,Regular
Ford,Mustang,Mustang Mach 1,Regular
Ford,Mustang,Mustang Performance Package,Regular
Ford,Mustang,Shelby GT350 Mustang,Premium
Ford,Mustang,Shelby GT500 Mustang,Premium
Ford,Mustang Mach-E,Mustang Mach-E AWD,Electricity
Ford,Mustang Mach-E,Mustang Mach-E AWD Extended,Electricity
Ford,Mustang Mach-E,MUSTANG MACH-E CAL RT 1 ER AWD,Electricity
Ford,Mustang Mach-E,Mustang Mach-E CAL RT 1 ER RWD,Electricity
Ford,Mustang Mach-E,Mustang Mach-E GT,Electricity
Ford,Mustang Mach-E,Mustang Mach-E GT Performance,Electricity
Ford,Mustang Mach-E,Mustang Mach-E Rally,Electricity
Ford,Mustang Mach-E,Mustang Mach-E RWD,Electricity
Ford,Mustang Mach-E,Mustang Mach-E RWD California Route 1,Electricity
Ford,Mustang Mach-E,Mustang Mach-E RWD Extended,Electricity
Ford,Mustang Mach-E,Mustang Mach-E RWD LFP,Electricity
Ford,Postal Vehicle,Postal Vehicle,Regular
Ford,Probe,Probe,Premium
Ford,Probe,Probe,Regular
Ford,Ranger,Ranger 2WD,Regular
Ford,Ranger,Ranger 2WD FFV,Gasoline or E85
Ford,Ranger,Ranger 2WD FFV,Regular
Ford,Ranger,Ranger 2WD Incomplete,Regular
Ford,Ranger,Ranger 4WD,Regular
Ford,Ranger,Ranger 4WD FFV,Gasoline or E85
Ford,Ranger,Ranger 4WD FFV,Regular
Ford,Ranger,Ranger Pickup 2WD,Diesel
Ford,Ranger,Ranger Pickup 2WD,Electricity
Ford,Ranger,Ranger Pickup 2WD,Regular
Ford,Ranger,Ranger Pickup 4WD,Diesel
Ford,Ranger,Ranger Pickup 4WD,Regular
Ford,Ranger,Ranger Pickup Cab Chassis,Regular
Ford,Ranger,Ranger Pickup Cab Chassis 2WD,Regular
Ford,Ranger,Ranger RAPTOR 4WD,Regular
Ford,Ranger,Ranger Tremor 4WD,Regular
Ford,Taurus,Taurus,Gasoline or E85
Ford,Taurus,Taurus,Premium
Ford,Taurus,Taurus,Regular
Ford,Taurus,Taurus AWD,Regular
Ford,Taurus,Taurus AWD FFV,Gasoline or E85
Ford,Taurus,Taurus FFV,Gasoline or E85
Ford,Taurus,Taurus FFV,Regular
Ford,Taurus,Taurus FWD,Regular
Ford,Taurus,Taurus FWD FFV,Gasoline or E85
Ford,Taurus,Taurus SHO,Premium
Ford,Taurus,Taurus Wagon,Gasoline or E85
Ford,Taurus,Taurus Wagon,Regular
Ford,Taurus,Taurus Wagon 3.0 A/C,Regular
Ford,Taurus,Taurus Wagon FFV,Gasoline or E85
Ford,Taurus,Taurus Wagon V6 A/C,Regular
Ford,Taurus,Taurus X AWD,Regular
Ford,Taurus,Taurus X FWD,Regular
Ford,Tempo,Tempo,Diesel
Ford,Tempo,Tempo,Regular
Ford,Tempo,Tempo AWD,Regular
Ford,Tempo,Tempo FS,Regular
Ford,Th!nk,Th!nk,Electricity
Ford,Thunderbird,Thunderbird,Premium
Ford,Thunderbird,Thunderbird,Regular
Ford,Transit Connect,Transit Connect,Regular
Ford,Transit Connect,Transit Connect USPS,Regular
Ford,Transit Connect,Transit Connect Van,Regular
Ford,Transit Connect,Transit Connect Van 2WD,Regular
Ford,Transit Connect,Transit Connect Van FFV,Gasoline or E85
Ford,Transit Connect,Transit Connect Van FWD,Regular
Ford,Transit Connect,Transit Connect Wagon FFV,Gasoline or E85
Ford,Transit Connect,Transit Connect Wagon FWD,Regular
Ford,Transit Connect,Transit Connect Wagon LWB FFV,Gasoline or E85
Ford,Transit Connect,Transit Connect Wagon LWB FWD,Regular
Ford,Transit T150 Wagon,Transit T150 Wagon,Regular
Ford,Transit T150 Wagon,Transit T150 Wagon 2WD FFV,Gasoline or E85
Ford,Transit T150 Wagon,Transit T150 Wagon 4WD FFV,Gasoline or E85
Ford,Transit T150 Wagon,Transit T150 Wagon FFV,Gasoline or E85
Ford,Windstar,Windstar FWD Cargo Van,Regular
Ford,Windstar,Windstar FWD Van,Regular
Ford,Windstar,Windstar FWD Wagon,Regular
General Motors,Coachbuilder Wagon,Coachbuilder Wagon,Regular
Genesis,G70,G70 AWD,Premium
Genesis,G70,G70 RWD,Premium
Genesis,G80,Electrified G80,Electricity
Genesis,G80,G80 AWD,Premium
Genesis,G80,G80 AWD,Regular
Genesis,G80,G80 RWD,Premium
Genesis,G80,G80 RWD,Regular
Genesis,G90,G90 AWD,Premium
Genesis,G90,G90 MHEV,Premium
Genesis,G90,G90 RWD,Premium
Genesis,GV60,GV60 ADVANCE,Electricity
Genesis,GV60,GV60 Advanced (19 inch Wheels),Electricity
Genesis,GV60,GV60 Advanced (20 inch Wheels),Electricity
Genesis,GV60,GV60 PERFORMANCE,Electricity
Genesis,GV60,GV60 Standard,Electricity
Genesis,GV70,Electrified GV70,Electricity
Genesis,GV70,GV70 AWD,Premium
Genesis,GV80,GV80 AWD,Premium
Genesis,GV80,GV80 RWD,Premium
Geo,Metro,Metro,Regular
Geo,Metro,Metro LSI,Regular
Geo,Metro,Metro LSI Convertible,Regular
Geo,Metro,Metro XFI,Regular
Geo,Prizm,Prizm,Premium
Geo,Prizm,Prizm,Regular
Geo,Spectrum,Spectrum,Regular
Geo,Storm,Storm,Regular
Geo,Tracker,Tracker 4WD,Regular
Geo,Tracker,Tracker Convertible 2WD,Regular
Geo,Tracker,Tracker Convertible 4WD,Regular
Geo,Tracker,Tracker Convertible 4x4,Regular
Geo,Tracker,Tracker Hardtop 4WD,Regular
Geo,Tracker,Tracker Van 2WD,Regular
Geo,Tracker,Tracker Van 4WD,Regular
Geo,Tracker,Tracker Van 4x4,Regular
GMC,Acadia,Acadia AWD,Regular
GMC,Acadia,Acadia FWD,Regular
GMC,Acadia,Acadia Limited AWD,Regular
GMC,Acadia,Acadia Limited FWD,Regular
GMC,C2500 Sierra,C2500 Sierra 2WD,Diesel
GMC,C2500 Sierra,C2500 Sierra 2WD,Regular
GMC,Caballero Pickup,Caballero Pickup 2WD,Diesel
GMC,Caballero Pickup,Caballero Pickup 2WD,Regular
GMC,Canyon,Canyon 2WD,Diesel
GMC,Canyon,Canyon 2WD,Regular
GMC,Canyon,Canyon 4WD,Diesel
GMC,Canyon,Canyon 4WD,Regular
GMC,Canyon,Canyon AT4X 4WD,Regular
GMC,Canyon,Canyon AT4X AEV 4WD,Regular
GMC,Canyon,Canyon Cab Chassis 2WD,Regular
GMC,Canyon,Canyon Cab Chassis Inc 2WD,Regular
GMC,Canyon,Canyon Cab Chassis Inc 4WD,Regular
GMC,Canyon,Canyon Crew Cab 2WD,Regular
GMC,Canyon,Canyon Crew Cab 4WD,Regular
GMC,Canyon,Canyon Mud Terrain Tires 4WD,Regular
GMC,Envoy,Envoy 2WD,Regular
GMC,Envoy,Envoy 4WD,Regular
GMC,Envoy,Envoy XL 2WD,Regular
GMC,Envoy,Envoy XL 4WD,Regular
GMC,Envoy,Envoy XUV 2WD,Regular
GMC,Envoy,Envoy XUV 4WD,Regular
GMC,EV1,EV1,Electricity
GMC,Hummer EV,Hummer EV Pickup,Electricity
GMC,Hummer EV,Hummer EV Pickup MT Tires,Electricity
GMC,Hummer EV,Hummer EV SUV,Electricity
GMC,Hummer EV,Hummer EV SUV MT Tires,Electricity
GMC,Jimmy,Jimmy 2WD,Premium
GMC,Jimmy,Jimmy 2WD,Regular
GMC,Jimmy,Jimmy 4WD,Premium
GMC,Jimmy,Jimmy 4WD,Regular
GMC,Jimmy,Jimmy AWD,Regular
GMC,Jimmy,Jimmy Sonoma 2WD,Regular
GMC,Jimmy,Jimmy Sonoma 4WD,Regular
GMC,Jimmy,Jimmy V1500 4WD,Diesel
GMC,Jimmy,Jimmy V1500 4WD,Regular
GMC,Jimmy,K15 Jimmy 4WD,Diesel
GMC,Jimmy,K15 Jimmy 4WD,Regular
GMC,Jimmy,S15 Jimmy 2WD,Regular
GMC,Jimmy,S15 Jimmy 4WD,Regular
GMC,Jimmy,T15 (S15) Jimmy 4WD,Regular
GMC,Jimmy,V15 Jimmy 4WD,Diesel
GMC,Jimmy,V15 Jimmy 4WD,Regular
GMC,K2500 Sierra,K2500 Sierra 4WD,Diesel
GMC,K2500 Sierra,K2500 Sierra 4WD,Regular
GMC,Pickup,C15 Pickup 2WD,Diesel
GMC,Pickup,C15 Pickup 2WD,Regular
GMC,Pickup,C25 Pickup 2WD,Diesel
GMC,Pickup,C25 Pickup 2WD,Regular
GMC,Pickup,K15 Pickup 4WD,Diesel
GMC,Pickup,K15 Pickup 4WD,Regular
GMC,Pickup,K25 Pickup 4WD,Diesel
GMC,Pickup,K25 Pickup 4WD,Regular
GMC,Pickup,R15 Pickup 2WD,Diesel
GMC,Pickup,R15 Pickup 2WD,Regular
GMC,Pickup,R25 Pickup 2WD,Diesel
GMC,Pickup,R25 Pickup 2WD,Regular
GMC,Pickup,Rally G15/25 2WD,Regular
GMC,Pickup,T15 (S15) Pickup 4WD,Regular
GMC,Pickup,V15 Pickup 4WD,Diesel
GMC,Pickup,V15 Pickup 4WD,Regular
GMC,Pickup,V25 Pickup 4WD,Diesel
GMC,Pickup,V25 Pickup 4WD,Regular
GMC,Rally,G15/25 Rally 2WD,Diesel
GMC,Rally,G15/25 Rally 2WD,Regular
GMC,Rally,G35 Rally 2WD,Regular
GMC,Rally,Rally G15/25 2WD,Diesel
GMC,Rally,Rally G15/25 2WD,Regular
GMC,Rally,Rally G15/25 2WD (passenger),Regular
GMC,Rally,Rally G35 2WD,Regular
GMC,S15 Cab Chassis,S15 Cab Chassis 2WD,Regular
GMC,S15 Pickup,S15 Pickup 2WD,Diesel
GMC,S15 Pickup,S15 Pickup 2WD,Regular
GMC,S15 Pickup,S15 Pickup 4WD,Regular
GMC,S15 Utility Body,S15 Utility Body 2WD,Regular
GMC,Safari,Safari 2WD (cargo),Premium
GMC,Safari,Safari 2WD (cargo),Regular
GMC,Safari,Safari 2WD (passenger),Premium
GMC,Safari,Safari 2WD (passenger),Regular
GMC,Safari,Safari AWD (cargo),Premium
GMC,Safari,Safari AWD (cargo),Regular
GMC,Safari,Safari AWD (passenger),Premium
GMC,Safari,Safari AWD (passenger),Regular
GMC,Safari Cargo,Safari 2WD (cargo),Premium
GMC,Safari Cargo,Safari 2WD (cargo),Regular
GMC,Safari Cargo,Safari 2WD Conversion (cargo),Regular
GMC,Safari Cargo,Safari AWD (cargo),Premium
GMC,Safari Cargo,Safari AWD (cargo),Regular
GMC,Safari Cargo,Safari AWD Conversion (cargo),Regular
GMC,Safari Passenger,Safari 2WD (passenger),Premium
GMC,Safari Passenger,Safari 2WD (Passenger),Regular
GMC,Safari Passenger,Safari AWD (passenger),Premium
GMC,Safari Passenger,Safari AWD (Passenger),Regular
GMC,Savana Cargo,Savana (cargo) (Bi-fuel),Gasoline or natural gas
GMC,Savana Cargo,Savana 15/25 2WD Conversion (cargo),Gasoline or E85
GMC,Savana Cargo,Savana 15/25 2WD Conversion (cargo),Regular
GMC,Savana Cargo,Savana 15/25 AWD Conversion (cargo),Regular
GMC,Savana Cargo,Savana 1500  2WD Conversion (cargo),Gasoline or E85
GMC,Savana Cargo,Savana 1500  AWD (cargo),Gasoline or E85
GMC,Savana Cargo,Savana 1500  AWD Conversion (cargo),Gasoline or E85
GMC,Savana Cargo,Savana 1500  AWD Conversion (cargo),Regular
GMC,Savana Cargo,Savana 1500 2WD (cargo),Gasoline or E85
GMC,Savana Cargo,Savana 1500 2WD (cargo),Regular
GMC,Savana Cargo,Savana 1500 2WD Conversion (cargo),Gasoline or E85
GMC,Savana Cargo,Savana 1500 2WD Conversion (cargo),Regular
GMC,Savana Cargo,Savana 1500 AWD (cargo),Regular
GMC,Savana Cargo,Savana 1500 AWD Conversion (cargo),Regular
GMC,Savana Cargo,Savana 1500/2500 2WD (cargo),Gasoline or E85
GMC,Savana Cargo,Savana 1500/2500 2WD (cargo),Regular
GMC,Savana Cargo,Savana 1500/2500 AWD (cargo),Gasoline or E85
GMC,Savana Cargo,Savana 1500/2500 AWD (cargo),Regular
GMC,Savana Cargo,Savana 2500 2WD (cargo),Gasoline or E85
GMC,Savana Cargo,Savana 2500 2WD Conversion (cargo),Gasoline or E85
GMC,Savana Cargo,Savana 2500 2WD Conversion (cargo),Regular
GMC,Savana Cargo,Savana 3500 2WD (cargo),Gasoline or E85
GMC,Savana Cargo,Savana Cargo (dedicated CNG),CNG
GMC,Savana Passenger,Savana 1500 2WD (Passenger),Gasoline or E85
GMC,Savana Passenger,Savana 1500 2WD (Passenger),Regular
GMC,Savana Passenger,Savana 1500 AWD (Passenger),Gasoline or E85
GMC,Savana Passenger,Savana 1500 AWD (Passenger),Regular
GMC,Savana Passenger,Savana 1500/2500  2WD (Passenger),Regular
GMC,Savana Passenger,Savana 1500/2500 2WD (Passenger),Gasoline or E85
GMC,Savana Passenger,Savana 1500/2500 2WD (Passenger),Regular
GMC,Savana Passenger,Savana 2500 2WD (Passenger),Gasoline or E85
GMC,Savana Passenger,Savana 2500 2WD (Passenger),Regular
GMC,Savana Passenger,Savana 3500 2WD (Passenger),Gasoline or E85
GMC,Savana Passenger,Savana 3500 2WD (Passenger),Regular
GMC,Savana Passenger,Savana Passenger (Bi-fuel),Gasoline or natural gas
GMC,Savana Passenger,Savana Passenger (dedicated CNG),CNG
GMC,Sierra,Sierra 15 Hybrid 2WD,Regular
GMC,Sierra,Sierra 15 Hybrid 4WD,Regular
GMC,Sierra,Sierra 1500 2WD,Diesel
GMC,Sierra,Sierra 1500 2WD,Gasoline or E85
GMC,Sierra,Sierra 1500 2WD,Premium
GMC,Sierra,Sierra 1500 2WD,Regular
GMC,Sierra,Sierra 1500 4WD,Diesel
GMC,Sierra,Sierra 1500 4WD,Gasoline or E85
GMC,Sierra,Sierra 1500 4WD,Premium
GMC,Sierra,Sierra 1500 4WD,Regular
GMC,Sierra,Sierra 1500 AWD,Premium
GMC,Sierra,Sierra 1500 AWD,Regular
GMC,Sierra,Sierra 2500 2WD,Diesel
GMC,Sierra,Sierra 2500 2WD,Regular
GMC,Sierra,Sierra 2500 4WD,Diesel
GMC,Sierra,Sierra 2500 4WD,Regular
GMC,Sierra,Sierra 2500 Hd 2WD,Regular
GMC,Sierra,Sierra 2500 HD 2WD CNG,CNG
GMC,Sierra,Sierra 2500 HD 4WD CNG,CNG
GMC,Sierra,Sierra 2WD,Diesel
GMC,Sierra,Sierra 2WD,Gasoline or E85
GMC,Sierra,Sierra 2WD,Regular
GMC,Sierra,Sierra 4WD,Diesel
GMC,Sierra,Sierra 4WD,Gasoline or E85
GMC,Sierra,Sierra 4WD,Premium
GMC,Sierra,Sierra 4WD,Regular
GMC,Sierra,Sierra 4WD AT4,Diesel
GMC,Sierra,Sierra 4WD AT4,Premium
GMC,Sierra,Sierra 4WD AT4,Regular
GMC,Sierra,Sierra 4WD AT4X,Diesel
GMC,Sierra,Sierra 4WD AT4X,Premium
GMC,Sierra,Sierra C10 2WD,Gasoline or E85
GMC,Sierra,Sierra C10 2WD,Regular
GMC,Sierra,Sierra C10 Cab Chassis 2WD,Regular
GMC,Sierra,Sierra C10 XFE 2WD,Regular
GMC,Sierra,Sierra C15 2WD,Gasoline or E85
GMC,Sierra,Sierra C15 2WD,Premium
GMC,Sierra,Sierra C15 2WD,Regular
GMC,Sierra,Sierra C15 Cab Chassis 2WD,Gasoline or E85
GMC,Sierra,Sierra C15 Cab Chassis 2WD,Regular
GMC,Sierra,Sierra C15 XFE 2WD,Gasoline or E85
GMC,Sierra,Sierra Cab Chassis 2WD,Regular
GMC,Sierra,Sierra Cab Chassis 4WD,Regular
GMC,Sierra,Sierra Classic 15 Hybrid 2WD,Regular
GMC,Sierra,Sierra Classic 15 Hybrid 4WD,Regular
GMC,Sierra,Sierra Classic 1500 2WD,Gasoline or E85
GMC,Sierra,Sierra Classic 1500 2WD,Premium
GMC,Sierra,Sierra Classic 1500 2WD,Regular
GMC,Sierra,Sierra Classic 1500 4WD,Gasoline or E85
GMC,Sierra,Sierra Classic 1500 4WD,Premium
GMC,Sierra,Sierra Classic 1500 4WD,Regular
GMC,Sierra,Sierra Classic 1500 AWD,Premium
GMC,Sierra,Sierra Denali 1500 AWD,Regular
GMC,Sierra,Sierra K10 4WD,Gasoline or E85
GMC,Sierra,Sierra K10 4WD,Premium
GMC,Sierra,Sierra K10 4WD,Regular
GMC,Sierra,Sierra K10 4WD AT4,Premium
GMC,Sierra,Sierra K10 4WD AT4,Regular
GMC,Sierra,Sierra K10 Cab Chassis 4WD,Regular
GMC,Sierra,Sierra K15 4WD,Gasoline or E85
GMC,Sierra,Sierra K15 4WD,Premium
GMC,Sierra,Sierra K15 4WD,Regular
GMC,Sierra,Sierra K15 AWD,Gasoline or E85
GMC,Sierra,Sierra K15 AWD,Premium
GMC,Sierra,Sierra K15 Cab Chassis 4WD,Gasoline or E85
GMC,Sierra,Sierra K15 Cab Chassis 4WD,Regular
GMC,Sierra,Sierra LTD C15 2WD,Regular
GMC,Sierra,Sierra LTD K15 4WD,Regular
GMC,Sierra,Sierra Mud Terrain Tires 4WD,Diesel
GMC,Sierra,Sierra Mud Terrain Tires 4WD,Gasoline or E85
GMC,Sierra,Sierra Mud Terrain Tires 4WD,Premium
GMC,Sierra,Sierra Mud Terrain Tires 4WD,Regular
GMC,Sonoma,Sonoma 2WD,Premium
GMC,Sonoma,Sonoma 2WD,Regular
GMC,Sonoma,Sonoma 2WD (FFV),Gasoline or E85
GMC,Sonoma,Sonoma 4WD,Premium
GMC,Sonoma,Sonoma 4WD,Regular
GMC,Suburban,C15 Suburban 2WD,Diesel
GMC,Suburban,C15 Suburban 2WD,Regular
GMC,Suburban,K15 Suburban 4WD,Diesel
GMC,Suburban,K15 Suburban 4WD,Regular
